Akashiwo sanguinea (cells/L),Alexandrium spp. (cells/L),Ammonia (uM),Chlorophyll (mg/m3),Dinophysis spp. (cells/L),Domoic Acid (ng/mL),Lingulodinium polyedrum (cells/L),Nitrate (uM),Nitrite (uM),Phosphate (uM),Prorocentrum spp. (cells/L),Pseudo-nitzschia delicatissima group (cells/L),Pseudo-nitzschia seriata group (cells/L),Silicate (uM),Water Temperature (C),date,Upwelling Index,ONI
0.0,0.0,0.02,3.82,0.0,0.0,0.0,5.76,1.14,0.07,0.0,0.0,0.0,0.24,11.0,2009-03-23,233.0,-0.5
0.0,5200.0,5.92,5.64,0.0,0.0,0.0,8.62,0.57,0.94,67596.0,10399.0,0.0,11.1,13.5,2009-03-24,83.0,-0.5
0.0,0.0,2.96,1.5,0.0,0.0,0.0,12.53,0.37,1.27,748.0,0.0,0.0,17.2,12.7,2009-03-24,118.5,-0.5
303.0,0.0,0.49,3.24,303.0,0.0,303.0,0.92,0.08,0.35,59091.0,11818.0,3939.0,8.5,14.4,2009-03-30,28.0,-0.5
0.0,2133.0,0.11,12.27,0.0,0.0,0.0,0.6,0.06,0.23,0.0,0.0,0.0,56.41,11.7,2009-03-30,96.0,-0.5
0.0,0.0,11.2,2.51,0.0,0.0,0.0,6.89,0.35,0.88,2618.0,0.0,0.0,10.7,12.7,2009-03-31,105.5,-0.5
0.0,0.0,3.883,1.86,0.0,1.12,0.0,3.824,0.202,1.027,1500.0,800.0,30600.0,7.997,12.9,2009-03-31,105.5,-0.5
0.0,0.0,1.82,8.57,0.0,0.0,0.0,0.81,0.38837398089171976,0.36,150791.0,0.0,0.0,8.52,15.0,2009-04-01,109.0,-0.2
0.0,0.0,0.58,1.77,0.0,0.0,0.0,0.54,0.03,0.27,57576.0,2424.0,2121.0,8.3,15.9,2009-04-06,27.0,-0.2
0.0,0.0,4.89,1.62,0.0,0.0,0.0,0.88,0.13,0.47,5200.0,0.0,0.0,5.51,15.0,2009-04-06,27.0,-0.2
0.0,0.0,8.145,1.12,0.0,0.0,0.0,3.972,0.213,0.935,1600.0,1200.0,4200.0,8.063,13.6,2009-04-06,10.0,-0.2
0.0,0.0,0.35,14.15,0.0,0.08,0.0,0.57,0.12,0.39,0.0,0.0,0.0,40.57,11.0,2009-04-06,-7.0,-0.2
0.0,0.0,4.35,2.0,187.0,0.0,0.0,0.98,0.22,0.73,26180.0,0.0,0.0,9.58,15.7,2009-04-07,52.5,-0.2
0.0,0.0,0.24,1.99,0.0,0.0,0.0,1.74,0.12,0.44,29394.0,1818.0,1515.0,9.6,15.3,2009-04-13,105.0,-0.2
0.0,0.0,7.195,0.93,60.0,0.0,0.0,4.849,0.267,1.061,900.0,1500.0,2500.0,11.43,14.6,2009-04-13,156.0,-0.2
0.0,0.0,2.37,1.2,0.0,0.21,0.0,11.56,0.34,1.54,0.0,0.0,0.0,44.66,12.7,2009-04-13,207.0,-0.2
0.0,0.0,1.83,12.76,0.0,0.0,0.0,0.59,0.38837398089171976,0.3,62396.0,57197.0,88395.0,3.42,15.5,2009-04-14,399.0,-0.2
0.0,0.0,3.92,2.41,374.0,0.06,0.0,0.78,0.21,0.71,50116.0,0.0,2431.0,8.27,16.2,2009-04-14,467.5,-0.2
0.0,0.0,2.52,14.8,0.0,0.0,0.0,0.61,0.38837398089171976,0.3,239186.0,46797.0,25998.0,5.36,15.0,2009-04-20,41.0,-0.2
0.0,0.0,0.11,1.82,0.0,0.22,0.0,0.25,0.03,0.03,13333.0,346364.0,115152.0,2.2,16.7,2009-04-20,41.0,-0.2
0.0,0.0,0.21,3.51,0.0,0.0,0.0,15.32,0.44,1.34,0.0,0.0,0.0,69.85,12.7,2009-04-20,29.0,-0.2
0.0,0.0,4.1,7.02,0.0,0.09,0.0,0.55,0.12,0.3,3927.0,0.0,0.0,2.03,16.2,2009-04-21,85.5,-0.2
0.0,0.0,8.214,3.44,0.0,0.51,0.0,10.044,0.355,1.018,500.0,7300.0,10600.0,18.652,14.5,2009-04-21,85.5,-0.2
0.0,0.0,4.16624,1.3760299999999999,0.0,0.54,0.0,7.34024,0.22328699999999999,0.875708,600.0,2200.0,10000.0,15.5513,15.2,2009-04-21,85.5,-0.2
0.0,0.0,1.76,11.94,0.0,3.04,0.0,0.51,0.38837398089171976,0.24,25998.0,0.0,41598.0,9.564762279187816,16.0,2009-04-27,141.0,-0.2
0.0,0.0,1.0,1.66,0.0,0.07,0.0,3.96,0.14,0.6,8788.0,29091.0,16667.0,7.7,15.8,2009-04-27,141.0,-0.2
0.0,0.0,3.338,2.49,0.0,1.26,0.0,9.609,0.37,1.108,0.0,1700.0,27200.0,15.85,13.1,2009-04-27,118.5,-0.2
0.0,0.0,1.6685299999999998,1.14201,0.0,0.46,0.0,11.5901,0.320315,1.2904799999999998,0.0,1500.0,12200.0,19.6911,13.0,2009-04-27,118.5,-0.2
0.0,0.0,2.84,5.58,0.0,0.09,0.0,15.19,0.55,1.65,0.0,0.0,0.0,57.4,10.7,2009-04-27,96.0,-0.2
187.0,0.0,4.54,6.52,374.0,0.2,0.0,0.55,0.28,0.65,6171.0,0.0,0.0,1.67,16.5,2009-04-28,144.5,-0.2
0.0,0.0,0.32,3.82,606.0,0.051,0.0,0.3,0.04,0.17,11818.0,30909.0,2121.0,2.3,17.7,2009-05-04,145.0,0.1
0.0,0.0,9.423,3.78,140.0,0.22,0.0,0.88,0.136,0.481,4800.0,0.0,5300.0,0.723,15.2,2009-05-04,86.5,0.1
0.0,0.0,26.3806,2.97621,0.0,2.64,0.0,7.980169999999999,0.218169,1.27362,140.0,0.0,98200.0,8.76314,13.4,2009-05-04,86.5,0.1
0.0,0.0,32.73,4.75,0.0,0.12,0.0,2.67,0.49,0.8,0.0,0.0,8530.0,32.39,10.9,2009-05-04,28.0,0.1
0.0,0.0,1.58,7.65,0.0,0.25,0.0,0.91,0.7844874567901234,0.23,5200.0,10399.0,51997.0,7.398372932692309,16.5,2009-05-05,196.0,0.1
0.0,0.0,4.15,2.51,0.0,1.32,0.0,0.42,0.27,0.48,49873.0,149619.0,0.0,0.79,18.2,2009-05-05,132.5,0.1
0.0,0.0,0.19,4.45,0.0,0.05,0.0,0.17,0.02,0.07,37576.0,55152.0,0.0,1.6,18.9,2009-05-11,135.0,0.1
0.0,0.0,3.29,4.81,0.0,0.06,0.0,0.62,0.7844874567901234,0.17,5200.0,0.0,0.0,7.398372932692309,18.0,2009-05-11,135.0,0.1
0.0,0.0,6.822,2.58,400.0,0.18,0.0,1.622,0.121,0.509,2100.0,0.0,12500.0,1.271,15.2,2009-05-11,156.0,0.1
0.0,0.0,5.27632,4.286919999999999,100.0,0.72,0.0,1.7667700000000002,0.155094,0.38117,900.0,600.0,29900.0,0.5216430000000001,14.2,2009-05-11,156.0,0.1
0.0,0.0,0.09,5.33,0.0,0.0,0.0,2.99,0.26,0.59,0.0,0.0,0.0,45.15,12.4,2009-05-11,177.0,0.1
0.0,0.0,2.83,2.41,187.0,0.28,0.0,0.25,0.29,0.42,1870.0,0.0,0.0,0.55,17.7,2009-05-12,209.5,0.1
0.0,0.0,1.46,4.37,0.0,0.0,0.0,0.61,0.7844874567901234,0.17,20799.0,0.0,0.0,7.398372932692309,20.0,2009-05-18,72.0,0.1
0.0,0.0,0.17,2.88,0.0,0.0,0.0,0.12,0.02,0.03,22121.0,73939.0,0.0,1.5,19.3,2009-05-18,72.0,0.1
0.0,0.0,1.957,4.8,0.0,0.38,0.0,0.416,0.295,1.248,11600.0,87100.0,6900.0,1.641,16.0,2009-05-18,53.0,0.1
0.0,0.0,1.41795,4.69097,0.0,0.25,0.0,0.501845,0.135431,0.370946,11700.0,95700.0,6300.0,0.067957,15.9,2009-05-18,53.0,0.1
0.0,0.0,9.17,6.53,0.0,0.3,0.0,3.63,0.39,0.49,0.0,8530.0,0.0,29.95,11.3,2009-05-18,34.0,0.1
0.0,0.0,2.34,1.5,0.0,0.0,0.0,0.06,0.15,0.24,4301.0,0.0,0.0,0.46,18.5,2009-05-19,123.5,0.1
0.0,0.0,5.446,3.69,80.0,0.0,0.0,2.4,0.275,0.786,3600.0,449200.0,2400.0,5.399,14.2,2009-05-25,133.0,0.1
0.0,0.0,3.6326699999999996,3.79417,100.0,0.079,0.0,2.14934,0.21196199999999998,0.68267,3100.0,555400.0,600.0,3.47577,14.2,2009-05-25,133.0,0.1
0.0,0.0,0.32,1.06,0.0,0.0,0.0,0.1,0.0,0.1,4545.0,11212.0,0.0,2.3,20.2,2009-05-25,158.0,0.1
0.0,0.0,1.67,2.0,0.0,0.0,0.0,0.66,0.18,0.33,748.0,0.0,0.0,2.06,18.0,2009-05-25,133.0,0.1
0.0,0.0,2.16,2.73,0.0,0.26,0.0,2.91,0.24,0.94,0.0,0.0,0.0,44.89,15.709216589861757,2009-05-25,108.0,0.1
0.0,0.0,2.96,5.96,0.0,0.0,0.0,0.82,0.11,0.44,15599.0,0.0,0.0,3.91,15.709216589861757,2009-05-28,45.0,0.1
0.0,0.0,0.66,1.86,0.0,0.0,0.0,0.29,0.02,0.13,10606.0,6364.0,606.0,3.1,19.0,2009-06-01,103.0,0.4
0.0,0.0,9.243,1.84,60.0,0.042,0.0,4.213,0.419,1.367,200.0,47100.0,2800.0,11.433,14.6,2009-06-01,70.5,0.4
0.0,0.0,2.35378,2.2173700000000003,60.0,0.0,0.0,0.594541,0.33420700000000003,0.781352,100.0,31900.0,0.0,5.991569999999999,14.6,2009-06-01,70.5,0.4
0.0,0.0,25.21,1.59,0.0,0.0,0.0,9.27,0.66,1.58,0.0,0.0,0.0,35.63,12.9,2009-06-01,38.0,0.4
0.0,0.0,2.01,4.17,0.0,0.04,0.0,1.86,0.17,0.42,46797.0,10399.0,0.0,6.08,17.0,2009-06-02,81.0,0.4
0.0,0.0,2.93,1.2,0.0,0.08,0.0,3.28,0.21,0.62,2805.0,0.0,0.0,5.69,18.0,2009-06-02,49.0,0.4
0.0,0.0,1.26,1.8,0.0,0.0,0.0,0.99,0.04,0.26,1818.0,351818.0,16364.0,5.7,19.5,2009-06-08,89.0,0.4
0.0,0.0,2.58,4.27,0.0,0.08,0.0,3.12,0.12,0.35,15599.0,41598.0,62396.0,5.43,16.5,2009-06-08,89.0,0.4
0.0,0.0,0.911,4.31,400.0,0.0,0.0,0.09,0.194,0.51,23100.0,25100.0,600.0,4.89,16.5,2009-06-08,66.5,0.4
0.0,0.0,1.3076299999999998,4.7599599999999995,300.0,0.0,0.0,0.44459499999999996,0.182345,0.709017,2600.0,40600.0,0.0,3.67596,16.5,2009-06-08,66.5,0.4
0.0,0.0,1.66,3.01,187.0,0.26,0.0,0.71,0.25,0.49,3927.0,0.0,748.0,3.09,19.0,2009-06-08,66.5,0.4
0.0,2133.0,0.73,7.05,0.0,0.16,0.0,2.27,0.13,0.44,6398.0,0.0,0.0,60.24,16.2,2009-06-08,44.0,0.4
82.4828217821782,708.1764705882352,0.55,1.41,502.7453703703704,0.0,9492.468762376237,0.11,0.0,0.23,11154.292574257426,38448.71782178218,18685.77303167421,7.1,18.2,2009-06-11,105.0,0.4
0.0,0.0,0.22,0.91,0.0,0.0,0.0,0.11,0.02,0.25,0.0,23636.0,0.0,6.9,19.9,2009-06-15,52.0,0.4
0.0,0.0,1.56,2.23,0.0,0.04,5200.0,1.18,0.22,0.39,0.0,20799.0,0.0,4.36,17.0,2009-06-15,52.0,0.4
0.0,0.0,1.29,2.85,300.0,0.13,0.0,0.26,0.05,0.33,9000.0,99400.0,0.0,4.99,17.0,2009-06-15,30.5,0.4
0.0,0.0,1.29,2.5,300.0,0.13,0.0,0.313,0.052,0.33,9000.0,99400.0,0.0,4.99,16.4,2009-06-15,30.5,0.4
0.0,0.0,1.76214,4.70411,500.0,0.14,0.0,0.29928,0.149955,0.52378,40200.0,55000.0,0.0,5.929180000000001,17.0,2009-06-15,30.5,0.4
0.0,0.0,0.15,18.84,2133.0,0.0,0.0,2.01,0.28,0.52,4265.0,8530.0,0.0,44.71,14.0,2009-06-15,9.0,0.4
0.0,0.0,8.73,1.5,0.0,0.41,0.0,0.57,0.14,0.33,3179.0,1683.0,3927.0,1.86,21.0,2009-06-16,51.5,0.4
0.0,0.0,1.3,3.16,0.0,1.5,0.0,0.37,0.14,0.43,23800.0,399200.0,0.0,4.02,13.0,2009-06-22,100.5,0.4
0.0,303.0,0.11,1.26,0.0,0.0,0.0,0.11,0.02,0.26,606.0,14545.0,0.0,6.1,20.6,2009-06-22,109.0,0.4
0.0,0.0,1.79,2.37,0.0,0.0,0.0,0.63,0.31565376875000006,0.39,0.0,20799.0,0.0,4.88,19.5,2009-06-22,109.0,0.4
0.0,0.0,1.303,3.9731944019138754,0.0,1.5,0.0,0.367,0.141,0.425,23800.0,399200.0,0.0,4.024,16.5,2009-06-22,100.5,0.4
0.0,0.0,2.90065,3.77446,0.0,0.22,0.0,1.55461,0.433359,1.1554,2500.0,261700.0,0.0,8.13419,13.5,2009-06-22,100.5,0.4
82.4828217821782,708.1764705882352,6.170833925581393,2.73,502.7453703703704,1.5,9492.468762376237,1.2195392051282048,0.31565376875000006,0.5603456342592592,11154.292574257426,38448.71782178218,18685.77303167421,5.963902827751196,17.4545871559633,2009-06-22,100.5,0.4
0.0,0.0,2.08,5.65,0.0,0.0,0.0,5.94,0.52,1.03,0.0,14928.0,0.0,48.14,12.6,2009-06-22,92.0,0.4
0.0,0.0,3.04,2.0,0.0,0.0,0.0,0.57,0.2,0.38,6358.0,0.0,3927.0,2.08,21.0,2009-06-23,49.0,0.4
0.0,0.0,1.72,14.97,5200.0,0.0,10399.0,0.94,0.13,0.5,31198.0,10399.0,0.0,6.11,17.5,2009-06-29,69.0,0.4
0.0,0.0,0.13,1.88,0.0,0.0,606.0,0.08,0.01,0.29,1818.0,5455.0,0.0,4.9,20.3,2009-06-29,69.0,0.4
0.0,0.0,4.1,5.18,0.0,0.057,0.0,1.369,0.347,0.991,2000.0,190000.0,0.0,9.136,16.5,2009-06-29,50.5,0.4
0.0,0.0,4.1,5.9,0.0,0.057,0.0,1.37,0.35,0.99,2000.0,190000.0,0.0,9.14,16.4,2009-06-29,50.5,0.4
0.0,0.0,2.1648400000000003,3.4886699999999995,0.0,0.044,0.0,0.9264459999999999,0.327117,0.946965,3300.0,73800.0,0.0,5.83939,17.2,2009-06-29,50.5,0.4
0.0,2133.0,1.17,1.88,0.0,0.0,0.0,2.91,0.25,0.53,0.0,0.0,0.0,51.64,15.3,2009-06-29,32.0,0.4
0.0,0.0,2.12,1.2,187.0,0.05,0.0,0.51,0.1,0.47,2431.0,0.0,187.0,4.4,19.0,2009-06-30,46.0,0.4
0.0,0.0,1.42,4.32,0.0,0.0,0.0,1.1,0.313841288590604,0.46,5200.0,20799.0,0.0,7.55,16.0,2009-07-06,126.0,0.5
0.0,0.0,0.36,3.24,303.0,0.056,2424.0,0.34,0.04,0.32,17879.0,56061.0,0.0,5.0,18.0,2009-07-06,126.0,0.5
0.0,0.0,0.84,19.21,0.0,0.2,0.0,0.21,0.25,0.47,1100.0,539800.0,0.0,0.65,15.2,2009-07-06,119.5,0.5
0.0,0.0,0.844,17.08,0.0,0.2,0.0,0.21,0.247,0.474,1100.0,539800.0,0.0,0.649,15.2,2009-07-06,119.5,0.5
0.0,0.0,1.54179,6.30719,300.0,0.14,0.0,0.433576,0.27158699999999997,0.714555,900.0,357700.0,0.0,1.01142,16.8,2009-07-06,119.5,0.5
0.0,8530.0,3.69,2.83,4265.0,0.0,0.0,3.31,0.41,0.82,10663.0,0.0,0.0,53.91,13.9,2009-07-06,113.0,0.5
0.0,0.0,2.34,2.31,0.0,0.0,0.0,0.84,0.15,0.31,0.0,15599.0,0.0,1.01,21.0,2009-07-13,143.0,0.5
0.0,0.0,0.16,2.41,0.0,0.0,303.0,0.08,0.04,0.2,7879.0,59091.0,909.0,1.3,20.9,2009-07-13,143.0,0.5
0.0,0.0,1.526,1.89,200.0,0.0,0.0,0.706,0.081,0.454,12500.0,8800.0,0.0,3.061,19.2,2009-07-13,135.0,0.5
0.0,0.0,0.644489,2.2863599999999997,0.0,0.081,0.0,0.30706300000000003,0.036812,0.349258,10200.0,42700.0,0.0,0.604748,19.1,2009-07-13,135.0,0.5
0.0,4265.0,0.27,12.76,0.0,0.0,0.0,0.53,0.12,0.16,8530.0,0.0,0.0,48.54,15.6,2009-07-13,127.0,0.5
0.0,0.0,4.41,1.5,0.0,0.0,0.0,0.93,0.21,0.52,2244.0,0.0,748.0,5.51,21.2,2009-07-14,79.0,0.5
128.645,629.2465753424658,0.0,4.14,577.3380281690141,0.0,2905.615,0.06,0.01,0.17,19789.255,29273.58,11443.593607305937,0.7,20.8,2009-07-16,98.0,0.5
0.0,0.0,0.15,2.41,0.0,0.0,0.0,0.07,0.03,0.13,1200.0,12800.0,0.0,0.7,20.9,2009-07-20,89.0,0.5
0.0,0.0,1.73,2.04,0.0,0.0,0.0,0.54,0.15,0.25,20799.0,20799.0,0.0,6.109697253731346,21.0,2009-07-20,89.0,0.5
0.0,2133.0,42.23,2.82,0.0,0.0,0.0,6.55,0.54,1.1,0.0,8530.0,0.0,38.84,15.3,2009-07-20,103.0,0.5
0.0,0.0,8.98,2.0,0.0,0.05,0.0,0.56,0.17,0.39,8415.0,0.0,1122.0,0.12,21.0,2009-07-21,111.0,0.5
0.0,0.0,0.931,8.1,6400.0,0.0,0.0,0.764,0.132,0.535,30400.0,11100.0,0.0,7.594,15.2,2009-07-22,118.0,0.5
0.0,0.0,2.4799700000000002,1.89743,1400.0,0.0,0.0,0.391599,0.061107,0.643716,7300.0,25700.0,0.0,4.8755,16.0,2009-07-22,118.0,0.5
0.0,0.0,1.1976200000000001,3.10967,600.0,0.0,0.0,0.190797,0.163168,0.602646,9300.0,28500.0,43000.0,3.2744400000000002,16.0,2009-07-27,79.5,0.5
0.0,14700.0,3.234,5.64,100.0,0.0,0.0,0.892,0.245,0.875,18000.0,1400.0,5000.0,9.938,17.0,2009-07-27,79.5,0.5
0.0,0.0,1.08,1.7,0.0,0.0,0.0,0.45,0.13,0.22,5200.0,0.0,0.0,6.109697253731346,23.0,2009-07-27,100.0,0.5
0.0,0.0,0.27,1.04,0.0,0.0,0.0,0.14,0.0,0.13,9697.0,2121.0,0.0,1.0,24.5,2009-07-27,100.0,0.5
0.0,0.0,8.02,3.94,0.0,0.0,0.0,8.29,0.59,1.48,23458.0,0.0,3199.0,62.96,14.0,2009-07-27,59.0,0.5
0.0,0.0,9.74,4.01,0.0,0.0,561.0,0.66,0.3,0.46,3553.0,0.0,187.0,1.17,20.5,2009-07-28,82.5,0.5
0.0,0.0,0.36,0.93,0.0,0.0,0.0,0.1,0.01,0.21,606.0,0.0,0.0,1.0,23.5,2009-08-03,108.0,0.5
0.0,0.0,1.50549,0.282471,40.0,0.0,0.0,0.41374799999999995,0.069518,0.512067,2200.0,20200.0,40500.0,0.588101,18.0,2009-08-03,63.0,0.5
0.0,0.0,2.39,1.88,0.0,0.0,0.0,3.12,0.27,0.39,10399.0,0.0,0.0,2.83,22.0,2009-08-03,108.0,0.5
0.0,0.0,3.795,1.53,0.0,0.059,0.0,0.464,0.203,0.543,1700.0,93100.0,49200.0,1.748,16.0,2009-08-03,63.0,0.5
0.0,4265.0,0.07,10.64,0.0,0.0,0.0,0.43,0.16,0.31,2133.0,0.0,21326.0,103.07,14.7,2009-08-03,18.0,0.5
0.0,0.0,3.27,1.5,0.0,0.04,0.0,0.39,0.35,0.42,9911.0,0.0,0.0,2.06,21.0,2009-08-04,74.0,0.5
0.0,0.0,0.71,0.69,0.0,0.0,0.0,0.09,0.0,0.18,303.0,0.0,0.0,1.3,23.0,2009-08-10,33.0,0.5
0.0,0.0,2.9778599999999997,0.418475,10.0,0.0,0.0,0.9019360000000001,0.10758800000000002,0.781012,7500.0,9600.0,19200.0,3.78626,19.0,2009-08-10,25.0,0.5
0.0,2000.0,3.374,1.53,200.0,0.0,0.0,1.184,0.21,0.696,14700.0,0.0,16600.0,5.662,17.0,2009-08-10,25.0,0.5
0.0,0.0,3.14,3.17,0.0,0.0,0.0,5.38,0.29,0.89,0.0,0.0,0.0,55.84,14.5,2009-08-10,17.0,0.5
0.0,0.0,1.89,3.07,0.0,0.0,5200.0,0.67,0.15,0.3,5200.0,0.0,0.0,1.41,19.5,2009-08-11,60.0,0.5
0.0,0.0,3.04,2.81,187.0,0.06,0.0,0.27,0.22,0.5,9350.0,0.0,0.0,3.35,19.4,2009-08-11,51.5,0.5
0.0,0.0,0.18,0.93,0.0,0.41,0.0,0.08,0.01,0.2,1515.0,0.0,0.0,1.1,22.1,2009-08-17,64.0,0.5
0.0,0.0,0.47,1.65,0.0,0.0,10399.0,0.29,0.34133116993464047,0.24,5200.0,0.0,0.0,1.03,21.5,2009-08-17,64.0,0.5
0.0,0.0,1.30216,1.0892600000000001,20.0,0.0,0.0,0.524241,0.116139,0.572571,2100.0,13400.0,27000.0,2.57661,17.0,2009-08-17,56.0,0.5
0.0,1100.0,1.125,1.23,0.0,0.0,0.0,0.5,0.073,0.206,4200.0,24600.0,50200.0,1.53,16.5,2009-08-17,56.0,0.5
0.0,0.0,0.51,4.0,0.0,0.16,0.0,2.66,0.33,0.7,0.0,307088.0,14928.0,60.08,14.3,2009-08-17,48.0,0.5
0.0,0.0,1.55,4.01,187.0,0.0,0.0,0.62,0.12,0.37,5236.0,0.0,0.0,1.65,19.4,2009-08-18,29.0,0.5
0.0,0.0,0.3,1.08,303.0,0.0,0.0,0.09,0.0,0.12,1818.0,1212.0,0.0,1.2,22.8,2009-08-24,66.0,0.5
0.0,0.0,1.271,1.02,200.0,0.0,0.0,0.554,0.203,0.449,30700.0,5600.0,21000.0,4.462,17.0,2009-08-24,66.0,0.5
0.0,13400.0,3.30128,0.474357,200.0,0.0,0.0,0.653473,0.128951,0.673495,40400.0,3600.0,9800.0,5.67165,17.8,2009-08-24,66.0,0.5
0.0,0.0,4.25,1.45,0.0,1.6,0.0,4.01,0.37,0.92,0.0,183400.0,31988.0,70.61,13.7,2009-08-24,66.0,0.5
0.0,0.0,2.18,1.86,0.0,0.0,0.0,0.98,0.28,0.28,0.0,0.0,0.0,1.27,20.0,2009-08-25,60.0,0.5
0.0,0.0,2.84,1.5,0.0,0.0,0.0,0.53,0.32,0.24,1683.0,0.0,0.0,0.84,19.4,2009-08-25,54.0,0.5
0.0,0.0,0.28,0.91,0.0,0.0,0.0,0.07,0.01,0.12,2424.0,0.0,0.0,1.0,23.8,2009-08-31,47.0,0.5
0.0,1700.0,1.019,1.88,200.0,0.0,0.0,0.328,0.11,0.287,22700.0,62200.0,500.0,2.4,17.2,2009-08-31,50.5,0.5
0.0,2300.0,1.78814,2.05554,0.0,0.0,0.0,0.25306799999999996,0.13703800000000002,0.394048,5200.0,100000.0,300.0,0.624996,17.1,2009-08-31,50.5,0.5
0.0,0.0,3.25,2.79,0.0,2.55,0.0,2.95,0.28,0.68,0.0,379594.0,0.0,65.24,15.5,2009-08-31,54.0,0.5
0.0,0.0,1.26,1.23,0.0,0.0,0.0,0.5,0.11,0.25,0.0,0.0,0.0,1.96,23.0,2009-09-02,32.0,0.7
0.0,0.0,3.29235,0.8,187.0,0.0,0.0,0.227902,0.050200999999999996,0.183623,3553.0,0.0,0.0,0.8795,19.4,2009-09-02,44.0,0.7
0.0,0.0,0.15,1.01,0.0,0.0,0.0,0.18,0.01,0.23,4242.0,0.0,0.0,1.2,24.7,2009-09-07,108.0,0.7
0.0,0.0,8.0,4.38,0.0,0.46,0.0,3.24,0.1,1.39,0.0,19193.0,21326.0,101.0,15.0,2009-09-07,112.0,0.7
0.0,0.0,1.173,2.06,300.0,0.0,0.0,0.13,0.1,0.259,8900.0,0.0,0.0,1.122,19.8,2009-09-08,44.0,0.7
0.0,300.0,1.28915,2.09068,0.0,0.0,0.0,0.27064299999999997,0.22994699999999998,0.494832,9400.0,0.0,0.0,2.37259,19.5,2009-09-08,44.0,0.7
0.0,0.0,1.3494700000000002,2.0,0.0,0.0,44319.0,0.408359,0.163657,0.194402,18139.0,0.0,0.0,2.55803,19.4,2009-09-08,44.0,0.7
0.0,0.0,1.55,1.58,0.0,0.0,0.0,0.57,0.2832927124183007,0.22,5200.0,0.0,0.0,1.05,24.0,2009-09-09,60.0,0.7
0.0,0.0,0.24,0.57,0.0,0.0,0.0,0.1,0.01,0.22,2727.0,0.0,0.0,1.0,22.3,2009-09-14,117.0,0.7
0.0,0.0,1.17,1.17,0.0,0.0,0.0,0.62,0.2832927124183007,0.24,5200.0,0.0,0.0,8.301907438679246,22.0,2009-09-14,117.0,0.7
0.0,2133.0,7.45,1.56,0.0,0.0,0.0,3.21,0.23,1.22,0.0,0.0,0.0,71.85,18.966210045662102,2009-09-14,53.0,0.7
0.0,0.0,3.7842599999999997,4.51,0.0,0.0,248149.0,0.033832999999999995,0.223045,0.42412299999999997,36839.0,0.0,0.0,3.9828900000000003,21.7,2009-09-15,58.0,0.7
0.0,800.0,2.892,3.64,0.0,0.0,3700.0,0.395,0.22,0.702,17300.0,0.0,0.0,5.254,18.0,2009-09-21,28.0,0.7
0.0,0.0,0.2,1.01,0.0,0.0,0.0,0.06,0.0,0.19,4242.0,0.0,0.0,1.4,22.8,2009-09-21,52.0,0.7
0.0,4700.0,1.6982400000000002,4.33948,0.0,0.0,4200.0,0.406871,0.07441,0.417684,30300.0,0.0,400.0,1.2049299999999998,19.0,2009-09-21,28.0,0.7
0.0,1066.0,2.25,2.96,1066.0,0.0,0.0,2.27,0.17,0.67,0.0,2133.0,0.0,79.77,18.966210045662102,2009-09-21,4.0,0.7
0.0,0.0,1.43,1.13,0.0,0.0,31198.0,0.46,0.1,0.33,15599.0,20799.0,0.0,1.62,21.0,2009-09-22,40.0,0.7
0.0,0.0,2.1869400000000003,2.0,187.0,0.0,49742.0,0.20322300000000001,0.082045,0.39767600000000003,14586.0,0.0,0.0,4.16142,21.1,2009-09-22,36.0,0.7
0.0,0.0,0.23,0.76,0.0,0.0,0.0,0.06,0.01,0.24,606.0,0.0,0.0,2.0,21.4,2009-09-28,139.0,0.7
0.0,0.0,1.51,2.67,0.0,0.0,72796.0,0.57,0.2832927124183007,0.27,10399.0,0.0,0.0,1.27,21.0,2009-09-28,139.0,0.7
0.0,3300.0,1.667,5.15,200.0,0.0,14300.0,0.335,0.136,0.433,23000.0,0.0,0.0,5.624,18.0,2009-09-28,122.5,0.7
0.0,9500.0,1.82352,7.8708,200.0,0.0,9200.0,0.203061,0.37526,0.782658,17500.0,0.0,0.0,5.95636,17.5,2009-09-28,122.5,0.7
0.0,4265.0,0.01,18.45,0.0,0.0,0.0,0.21,0.17,0.23,2133.0,0.0,0.0,76.13,18.966210045662102,2009-09-28,106.0,0.7
0.0,0.0,4.19725,2.0,0.0,0.0,5984.0,0.284169,0.192777,0.459663,1122.0,0.0,0.0,3.45376,21.7,2009-09-29,306.0,0.7
0.0,0.0,1.63,3.38,0.0,0.0,114393.0,0.57,0.20443788535031837,0.4,0.0,0.0,0.0,2.4,19.5,2009-10-05,94.0,1.0
0.0,0.0,0.23,0.79,0.0,0.0,0.0,0.02,0.02,0.31,2121.0,0.0,0.0,1.5,20.1,2009-10-05,94.0,1.0
0.0,0.0,6.75,0.47,0.0,0.0,2000.0,1.91,0.148,1.31,1100.0,0.0,0.0,13.475,17.0,2009-10-05,73.5,1.0
0.0,1066.0,7.79,0.9,0.0,0.07,0.0,10.52,0.54,1.82,1066.0,0.0,7464.0,141.99,17.916710526315793,2009-10-05,53.0,1.0
0.0,0.0,4.500030000000001,12.0,0.0,0.0,480216.0,0.12825599999999998,0.42449899999999996,0.9183479999999999,16269.0,0.0,0.0,4.92932,19.46,2009-10-06,45.5,1.0
